"Company Name","Booth","Website","City, State, Country","Descriptions","Categories","Brands"
"Les Trois Petits Cochons",384,"www.3pigs.com","Brooklyn,  NY, United States",,,
"Lesley Stowe Fine Foods",1084,"http://raincoastcrisps.com","Richmond,  BC, Canada",,"snacks, specialty/gourmet products","Lesley Stowe''s Raincoast Crisps"
"LesserEvil Healthy Brands",976,"http://www.lesserevil.com","Danbury,  CT, United States",,"allergy-free grocery products, chips, functional food, kosher/parve products, organic processed/packaged foods, snacks, specialty/gourmet products, vegan foods, gluten/wheat/yeast-free products, trans fat free","LesserEvil: Buddha Bowl Foods, Green Elephant, Paleo Puffs"
"Level Ground Trading","N1007","http://www.levelground.com","Victoria,  BC, Canada","Level Ground Trading was started in 1997 with a mission to trade fairly and directly with small-scale farmers in developing countries. The company has grown to import the annual harvest of 5,000 farmers from 10 countries in South America, East Africa and South Asia. Level Ground is a Fair Trade Organization and direct importer and wholesaler of coffee, tea, dried fruit, cane sugar, heirloom rice, cacao nibs, vanilla beans, coconut oil and spices.","bulk coffees, bulk dried fruit/vegetables, bulk sweeteners, coffee, packaged dried fruit/vegetables, packaged grains/cereals, spices/seasonings, sweeteners, tea",
"Liberated Specialty Foods",9106,"http://www.LiberatedSpecialtyFoods.com","Madison,  AL, United States",,"allergy-free grocery products, condiments, crackers/chips, dairy-free products, dietetic foods, low carbohydrate foods, sauces, snacks, specialty/gourmet products, full line refrigerated/frozen","Liberated"
"LiDestri Food & Beverage",9403,"http://www.lidestrifoods.com/","Fairport,  NY, United States","LiDestri Food & Beverage is a premier contract manufacturer of food, beverage, & spirits, supplying over 40 million cases of product each year. LiDestri's core competencies include hot fill, cold fill, aseptic and retorted products in glass, plastic and Tetra Pak containers for both retail & food service customers. Established more than 40 years ago, LiDestri now operates five SQF level 3 certified state-of-the-art manufacturing facilities on both coasts. visit www.LiDestriFoodAndDrink.com","alcoholic beverages, condiments, food service ready, functional beverages, functional food, juices, organic beverages/juices, organic processed/packaged foods, organic wine, beer and spirits, sauces",
"Life Extension",3775,"http://www.lifeextension.com","Ft Lauderdale,  FL, United States","Partner with Life Extension(r) And benefit from over 35 years of success! Life Extension has been the leader in anti-aging research and optimal health ... introducing the U.S. to such innovations as CoQ10, SAMe, melatonin, and Irvingia. In fact, we've formulated over 350 premium-quality supplements. Become a Life Extension Wholesaler and enjoy: Premium-Quality Supplements Great Customer Service Generous Return Policy Innovative Research 1-888-884-3657 www.LifeExtensionRetail.com/partner","antioxidant formulas, bone health, immune support, diet products, digestive health, full line vitamin & supplement products, nutritional supplements, sports and fitness products, vitamin supplements, anti-aging","Life Extension"
"LifeAID Beverage Co",5299,"https://www.lifeaidbevco.com","Santa Cruz,  CA, United States","At LifeAID Beverage Company, we make clean and nutrition drinks for active lifestyles. Current SKUs selling 1MM total units per month include: *FitAID *FocusAID *LifeAID *GolferAID *PartyAID *TravelAID *FitAID Fuel Pouch All skus contain no artificial colors, flavors or sweeteners, are 45 cal. and are sweetened with raw organic agave. Sold at: WHOLE FOODS MARKETS, THE VITAMIN SHOPPE, CENTRAL MARKET, HEB, EARTH FARE, GIANT EAGLE, HyVEE, NEW LEAF, BROOKSHIRE AND MORE.","functional beverages, organic beverages/juices, snacks, gluten/wheat/yeast-free products, general food & beverage, raw ingredients, amino acid supplements, joint health, sports and fitness products, vitamin supplements","FitAID LifeAID PartyAID GolferAID FocusAID TravelAID FitAID Fuel Pouch"
"Lifefactory, Inc.",2437,"http://www.lifefactory.com","Sausalito,  CA, United States",,"full line of non-foods, gifts/crafts/jewelry, housewares, kitchen/bath accessories, glass bottles, baby care, children's products","Lifefactory Glass Bottles w/ Silicone Sleeves; Lifefactory Multi-Sensory Silicone Teether; Glass with Silicone Sleeves"
"Lifelab",2771,"http://www.lifelabproducts.com","New York,  NY, United States","Our bodies have the amazing ability to prevent harm, heal and compensate for the stresses of everyday life. We are biological wonders capable of deploying a myriad of molecules in a multitude of ways. To do this - and to look and feel our best - we rely upon nutrients. We at Lifelab are expert formulators and use cutting edge research to deliver highly active vitamins minerals herbs oils and extracts in new and innovative ways.","weight loss, encapsulated/tableted herbs, anti-aging, bath products, cruelty-free personal care, full line personal care, hair care, skin care, diet products, vitamin supplements","Lemon Rinse, Shower Serum, Healthy Hair Diet, Cleaner Longer, Grapefruit Detox, Cocoa Curl, Lifelab"
"LifeLab Health",4074,"http://www.kidsrelief.com/","Van Nuys,  CA, United States","Kids Relief has been trusted by mothers since 1993. Kids relief Products are 100% natural.",,"Kids Relief & Real relief"
"LifeSeasons",4691,"http://lifeseasons.com","Lewisville,  TX, United States","LifeSeasons(r) is passionate about helping people live life to the fullest and in good health following a natural, holistic approach to wellness. To this end, LifeSeasons(r) believes in utilizing naturopathic medicine and treatment protocols to help address the ordinary and chronic health conditions we all face during the aging process. With ever-increasing health-care costs, LifeSeasons(r) also believes in helping consumers cultivate a more preventative, proactive and personalized approach to improved wellness. LifeSeasons(r) has formulated, sourced and manufactured 33 custom, condition-specific formulas with best-in-class and scientifically-backed ingredients to provide comprehensive formulas to help address today's most common health concerns. LifeSeasons(r) is deeply committed to harnessing the time-tested benefits of nature with cutting-edge clinical science to provide authentic, natural solutions that are legitimate alternatives to pharmaceutical drugs. As we like to say at LifeSeasons(r), 'Nature Works. Science Proves It.', 'antioxidant formulas, immune support, digestive health, heart & circulation support, herbal supplement formulas, joint health, nutritional supplements, therapeutic nutrition, vitamin supplements, anti-aging",,
"LifeStraw","N253","lifestraw.com","Lausanne, , Switzerland",,,
"Lifestyle Awareness",1985,"http://www.lateas.com","Vernon,  CA, United States","Tadin is a 30 year old herbal tea company. Tadin is the number one tea company in Los Angeles and ranks among the top 10 nationally. Lifestyle Awareness Teas is the newest line of health and vitality teas from Tadin. Organic and Fair Trade certified, the mission of lifestyle awareness teas is to make organics affordable so that the benefits of organic teas can be enjoyed by all. Functional Teas blended with great taste and value, the teas come in 16 different flavors and sustainable packaging.","bulk herbs, ethnic, herbal teas, tea, herbal medicine, encapsulated/tableted herbs, medicinal teas, capsules, diet products","Tadin Herb and Tea Company, Lifestyle Awareness Teas, Talbott Teas"
"Lifeway Foods, Inc.",1305,"http://www.lifewaykefir.com","Morton Grove,  IL, United States","Lifeway Kefir - A delicious probiotic dairy beverage with 12 active cultures, much more 'friendly' bacteria than found in yogurt and has tremendous health benefits. Try in the following flavors: Lifeway LowFat Kefir, Lifeway Organic LowFat Kefir, Lifeway Organic Whole Milk Kefir, Lifeway Organic ProBugs, Lifeway Organic Green, Kefir Lifeway Bio Kefir, Lifeway Frozen Kefir, Lifeway Frozen ProBugs, Lifeway Frozen Kefir Bars, Helios Kefir, and Probugs Blast For more information, email us info@lifeway.net or www.lifeway.net","ethnic, functional beverages, kosher/parve products, organic dairy products, specialty/gourmet products, gluten/wheat/yeast-free products, trans fat free, refrigerated/frozen dairy, digestive health, children's products","Lifeway Kefir, Lifeway ProBugs, Lifeway Protein Kefir, Lifeway Frozen Kefir, Lifeway Perfect 12"
"Lifeway Foods, Inc.","N619","http://www.lifewaykefir.com","Morton Grove,  IL, United States","Lifeway Probiotics - Lifeway, the leader of functional probiotic dairy products for more than 30 years, has moved outside the dairy aisle and into your medicine cabinet with Lifeway Probiotic supplements and children's chewables. Lifeway Probiotic supplements are available in three blends - Women's Radiant Health, Travelers Defense, and Immunity and Balance Everyday Health. Children's chewables are available in grape and strawberry, and are formulated with child-specific strains that support healthy digestive development. Email info@lifeway.net or visit LifewayKefir.com for more information.","kosher/parve products, gluten/wheat/yeast-free products, antioxidant formulas, children's supplements, immune support, digestive aids, digestive health, full line vitamin & supplement products, anti-aging, children's products","Traveler's Probiotics, Women's Probiotics, Balance Probiotics, ProBugs Children's Daily Probiotics, Lifeway BioKefir"
"Lifeway Foods, Inc.",4775,"http://www.lifewaykefir.com","Morton Grove,  IL, United States","Lifeway Probiotics - Lifeway, the leader of functional probiotic dairy products for more than 30 years, has moved outside the dairy aisle and into your medicine cabinet with Lifeway Probiotic supplements and children's chewables. Lifeway Probiotic supplements are available in three blends - Women's Radiant Health, Travelers Defense, and Immunity and Balance Everyday Health. Children's chewables are available in grape and strawberry, and are formulated with child-specific strains that support healthy digestive development. Email info@lifeway.net or visit LifewayKefir.com for more information.","kosher/parve products, gluten/wheat/yeast-free products, antioxidant formulas, children's supplements, immune support, digestive aids, digestive health, full line vitamin & supplement products, anti-aging, children's products","Traveler's Probiotics, Women's Probiotics, Balance Probiotics, ProBugs Children's Daily Probiotics, Lifeway BioKefir"
"Lightlife Foods",445,"http://www.lightlife.com","Turners Falls,  MA, United States","We began in Western Massachusetts in 1979 with a passion for creating great tasting vegetarian food. Over the years, we have grown by sticking to our roots - quality and care in everything we make, and giving 5% of our profits back to organizations that support a healthier you and a healthier planet. Today, our mission is to make eating better accessible and deliciously easy, because the more people love our food, the more good we can do together. Come join us on the journey.","meat substitutes, produce, soy foods, vegan foods, refrigerated/frozen meat substitutes","Lightlife"
